"","Country.Name","SE.XPD.TOTL.GD.ZS_2010","SE.PRM.ENRR.FE_2010","SE.ENR.PRIM.FM.ZS_2010","SE.PRM.UNER_2010","SE.XPD.TOTL.GD.ZS_2011","SE.PRM.ENRR.FE_2011","SE.ENR.PRIM.FM.ZS_2011","SE.PRM.UNER_2011","SE.XPD.TOTL.GD.ZS_2012","SE.PRM.ENRR.FE_2012","SE.ENR.PRIM.FM.ZS_2012","SE.PRM.UNER_2012","SE.XPD.TOTL.GD.ZS_2013","SE.PRM.ENRR.FE_2013","SE.ENR.PRIM.FM.ZS_2013","SE.PRM.UNER_2013","SE.XPD.TOTL.GD.ZS_2014","SE.PRM.ENRR.FE_2014","SE.ENR.PRIM.FM.ZS_2014","SE.PRM.UNER_2014","SE.XPD.TOTL.GD.ZS_2015","SE.PRM.ENRR.FE_2015","SE.ENR.PRIM.FM.ZS_2015","SE.PRM.UNER_2015","SE.XPD.TOTL.GD.ZS_2016","SE.PRM.ENRR.FE_2016","SE.ENR.PRIM.FM.ZS_2016","SE.PRM.UNER_2016","SE.XPD.TOTL.GD.ZS_2017","SE.PRM.ENRR.FE_2017","SE.ENR.PRIM.FM.ZS_2017","SE.PRM.UNER_2017","SE.XPD.TOTL.GD.ZS_2018","SE.PRM.ENRR.FE_2018","SE.ENR.PRIM.FM.ZS_2018","SE.PRM.UNER_2018","SE.XPD.TOTL.GD.ZS_2019","SE.PRM.ENRR.FE_2019","SE.ENR.PRIM.FM.ZS_2019","SE.PRM.UNER_2019"
"132","Latin America & Caribbean",4.826159954,113.08113,0.96921,1597979,4.726890087,113.93252,0.96966,1637339,5.064234972,113.94879,0.97576,1685080,5.220625162,109.52477,0.97857,1799292,5.325860023,108.68896,0.97805,1990022,NA,107.84952,0.97973,1944940,NA,107.94318,0.9841,1926141,NA,107.93811,0.9823,1825914,NA,107.87724,0.98479,1714939,NA,108.3746,0.98331,1666889
"133","Latin America & Caribbean (excluding high income)",4.922935009,113.56834,0.96886,1499931,4.966430187,114.51714,0.96933,1520884,5.064234972,114.55165,0.97569,1564670,5.220625162,109.95248,0.97872,1662172,5.325860023,109.11777,0.97817,1832721,NA,108.27751,0.97995,1789478,NA,108.42961,0.98445,1751201,NA,108.41224,0.9826,1663424,NA,108.34065,0.98519,1568662,NA,108.85363,0.98366,1523015
"134","Latin America & the Caribbean (IDA & IBRD countries)",NA,113.35571,0.96874,1551161,NA,114.26048,0.96916,1579588,NA,114.27504,0.97532,1622632,NA,109.77507,0.9783,1733348,NA,108.93548,0.97823,1899949,NA,108.09429,0.98006,1845676,NA,108.2117,0.98442,1818058,NA,108.19426,0.98264,1727258,NA,108.10686,0.98511,1633746,NA,108.58692,0.9835,1598771
"135","Latvia",5.07271,101.9425,0.98085,958,4.93298,101.51373,0.98533,852,6.5825,100.53698,0.99016,1639,6.9804,100.05775,0.99363,2115,5.2749,99.77659,0.99851,2262,5.31413,99.43079,1.00073,2406,4.71299,99.23827,1.00078,2107,4.39712,99.46599,1.00193,1854,NA,99.86065,1.00484,1382,NA,NA,NA,NA
"136","Least developed countries: UN classification",3.572039962,98.31053,0.93288,24845175,3.245000005,99.73726,0.9283,24003497,3.479490042,100.57564,0.93376,23701379,3.282799959,100.93,0.93923,23081640,NA,101.37914,0.94361,23166881,NA,100.92204,0.95338,24285706,NA,101.06113,0.9537,24316204,NA,101.22049,0.951,24472009,NA,101.77165,0.94882,24488861,NA,102.0745,0.95047,24658428
"137","Lebanon",1.61331,NA,NA,NA,1.65252,NA,NA,NA,2.14809,NA,NA,NA,2.43245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Lending category not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Lesotho",NA,122.06482,0.95778,33563,NA,119.98828,0.95065,33121,NA,118.52536,0.95536,32551,NA,114.90215,0.96141,29491,NA,114.03786,0.95713,28626,NA,113.66294,0.95012,23616,NA,114.69739,0.95015,16355,7.96332,117.76331,0.94929,7408,6.98519,NA,NA,NA,NA,NA,NA,NA
"140","Liberia",NA,NA,NA,NA,NA,100.21535,0.91209,NA,1.77712,NA,NA,NA,1.73466,NA,NA,NA,2.2791,93.06524,0.91573,47513,NA,90.20212,0.89947,NA,NA,89.15522,0.99311,NA,2.76128,84.7126,0.99089,159479,2.58412,NA,NA,NA,NA,NA,NA,NA
"141","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Liechtenstein",NA,102.3374,0.94228,15,2.55604,105.40827,1.00861,24,NA,105.11425,1.02419,29,NA,NA,NA,NA,NA,102.25564,0.9922,44,NA,104.80349,0.98414,1,NA,103.37691,0.96183,6,NA,102.86659,0.96725,NA,NA,106.80272,1.00841,3,NA,NA,NA,NA
"143","Lithuania",5.31274,99.82954,0.9886,48,5.12709,100.63497,0.98822,99,4.76923,101.57142,0.9946,136,4.6095,101.66433,0.99827,148,4.49106,101.43568,0.99731,72,4.22989,101.94596,0.99725,87,4.00394,102.75126,0.99733,108,3.81283,103.86016,0.99973,247,NA,104.2822,1.00032,201,NA,NA,NA,NA
"144","Low & middle income",4.006750107,101.82286,0.9723,58783081,3.930124998,102.35443,0.97442,58718272,4.101180077,103.34685,0.97907,57056529,4.364099979,104.15358,0.99807,55475156,NA,102.78715,0.99788,55340496,NA,102.52431,0.99933,56949509,NA,104.70995,1.00879,56298921,NA,104.27007,1.00523,56237419,NA,100.06967,0.97892,56815805,NA,100.4877,0.97914,57065870
"145","Low income",3.585759997,93.32413,0.89527,20647042,3.798424959,94.11858,0.89965,19816574,4.053530216,95.78914,0.90527,19496996,3.474649906,95.97465,0.90951,19086069,3.993020058,96.83209,0.9123,19212785,NA,96.21403,0.92146,20068511,NA,96.737,0.92283,19976020,NA,96.93498,0.92172,19973445,NA,97.2768,0.91834,19840409,NA,97.53248,0.92101,20272428
"146","Lower middle income",4.484230042,103.01621,0.98627,31025314,3.839720011,103.73284,0.98857,31533803,3.942765117,105.30305,0.99849,29942203,3.844670057,107.37048,1.03281,28212820,NA,105.87094,1.0316,27883827,NA,105.6129,1.033,28963777,NA,109.35618,1.04839,28290191,NA,108.04716,1.04197,28541791,NA,98.99627,0.98912,29118189,NA,99.11898,0.98933,28617200
"147","Luxembourg",NA,98.08506,1.01039,1547,NA,97.56597,1.02052,1713,4.09041,97.31509,1.00279,1271,NA,97.11206,1.00555,1313,4.00789,97.6524,1.00258,1019,3.9182,98.91907,0.99895,384,NA,100.63095,0.99692,87,3.56959,101.99621,0.99446,208,NA,101.98533,0.97575,369,NA,NA,NA,NA
"148","Macao SAR, China",2.6295,93.99891,0.98137,4018,2.68519,94.00232,0.98687,3604,3.33736,93.66979,0.98233,3193,2.04986,94.50169,0.98651,2787,2.03206,96.95364,0.99173,1890,2.9817,98.52305,0.98414,1144,3.07791,100.7958,0.98614,577,2.68989,100.8049,0.98814,655,2.7387,100.06885,0.99346,902,NA,100.28329,0.97994,373
"149","Madagascar",NA,142.40313,0.98191,NA,2.38168,142.05238,0.98127,NA,2.34067,143.04652,0.98719,NA,1.77694,143.35275,0.99253,NA,2.38123,145.04742,0.99726,NA,2.21012,147.29429,0.99973,NA,2.68719,143.95325,1.00178,NA,NA,NA,NA,NA,2.82549,143.05715,1.00731,66840,NA,135.21683,1.01724,80511
"150","Malawi",3.5398,140.18798,1.02089,NA,4.15262,142.29723,1.0241,NA,NA,142.95457,1.02167,NA,5.41617,148.24542,1.01823,NA,4.83984,148.77148,1.01878,NA,5.60866,147.88121,1.02041,NA,4.74857,146.44204,1.02666,NA,4.03133,147.76205,1.03159,NA,4.71484,143.09862,1.00899,NA,NA,146.95777,1.0299,NA
"151","Malaysia",4.96645,100.20986,1.00883,122105,5.76294,101.63896,1.01077,94129,5.73903,103.27992,1.01021,45955,5.4812,105.15309,1.00918,10412,5.21264,104.76151,1.00747,3277,4.89487,104.12703,1.00579,14470,4.75191,105.67065,1.01251,5297,4.67757,106.00638,1.01329,10381,4.48126,NA,NA,NA,4.16319,NA,NA,NA
"152","Maldives",4.11747,NA,NA,NA,3.5066,NA,NA,NA,3.76038,NA,NA,NA,3.80012,NA,NA,NA,3.47046,NA,NA,NA,4.36655,100.02451,0.97116,195,4.09971,99.63287,1.00404,1192,NA,98.07931,1.01949,1927,NA,98.39517,1.03627,1671,NA,99.34156,1.02571,1009
"153","Mali",3.34389,76.95044,0.85758,766727,3.75423,78.27162,0.87009,771049,3.47949,75.42195,0.87455,860817,3.28465,NA,NA,1016025,3.64807,72.40482,0.8872,1032866,3.8015,71.5374,0.89754,1156190,3.09609,72.29217,0.88272,1156107,3.78731,75.63831,0.89448,1032074,NA,71.60267,0.901,1343000,NA,NA,NA,NA
"154","Malta",6.45489,101.88239,1.00293,NA,7.79612,101.81991,1.01173,168,6.52243,100.83458,1.00101,25,7.87614,101.9724,1.00509,77,7.20495,103.56389,1.01409,175,5.21635,104.3316,1.01476,166,5.20754,105.09619,1.02111,295,4.82438,105.10351,1.00193,57,NA,107.04791,1.00677,NA,NA,NA,NA,NA
"155","Marshall Islands",NA,NA,NA,NA,NA,93.22419,0.96936,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.46421,0.97674,2378,NA,84.56508,0.99596,2251,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.08496,0.96443,2351
"156","Mauritania",NA,101.96191,1.04618,145484,2.33102,100.87,1.05479,145950,2.15821,101.42742,1.05178,156482,2.29354,101.3972,1.04841,144732,NA,103.14436,1.05532,135997,NA,107.0447,1.04896,NA,1.94406,99.7792,1.06181,164677,NA,99.80764,1.06635,138310,NA,102.75245,1.05809,129168,1.89546,103.54707,1.06356,156142
"157","Mauritius",3.55147,103.05452,1.00514,1209,3.33207,103.41563,1.00815,1338,3.4182,103.38538,1.00739,4732,3.61579,102.83093,1.01698,2305,4.91695,103.50933,1.02053,1229,4.88667,103.83742,1.01763,1063,5.0136,103.37964,1.0179,1426,5.02313,102.43522,1.01774,1008,4.83459,102.48569,1.02711,1156,4.71935,100.81176,1.02579,1209
"158","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Mexico",5.15922,109.83842,0.98594,18757,5.10565,109.8901,0.98848,35529,5.1031,109.9153,0.99117,44730,4.69605,109.00775,0.99224,54731,5.26062,107.7004,0.99447,67610,5.23524,106.47186,0.99753,77591,4.90949,106.33317,1.00102,88053,4.52282,106.03469,1.00491,97717,NA,105.36071,1.00622,93645,NA,NA,NA,NA
"160","Micronesia, Fed. Sts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.85442,0.97012,1308,12.40792,95.96471,0.97595,2059,NA,95.06951,0.96101,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.73008,0.95877,1474
"161","Middle East & North Africa",NA,100.48727,0.94015,2322527,NA,100.2792,0.93661,2344683,NA,102.85304,0.94738,1986473,NA,104.01301,0.95524,2397917,NA,102.7119,0.96247,2627967,NA,102.68907,0.96964,2600672,NA,102.60748,0.96954,2659470,NA,102.50825,0.96999,2618011,NA,102.69207,0.97164,2576943,NA,102.87284,0.97417,2652317
"162","Middle East & North Africa (excluding high income)",NA,99.88808,0.93251,2196952,NA,99.60973,0.9284,2220835,NA,102.13681,0.93942,1948241,NA,103.08663,0.95022,2288624,NA,101.42142,0.95872,2522554,NA,101.72405,0.96236,2565459,NA,102.29747,0.96604,2582241,NA,102.55796,0.96481,2466535,NA,102.77238,0.9663,2388924,NA,102.9039,0.96845,2416132
"163","Middle East & North Africa (IDA & IBRD countries)",NA,100.00431,0.93202,2153920,NA,99.69511,0.92777,2182853,NA,102.22396,0.93897,1924617,NA,103.16147,0.94967,2266630,NA,101.46744,0.95836,2505086,NA,101.77228,0.96197,2545967,NA,102.35196,0.96567,2563543,NA,102.60088,0.96447,2454341,NA,102.81863,0.96592,2375910,NA,102.9635,0.96814,2398573
"164","Middle income",4.507430077,103.27202,0.98541,38136039,4.147749901,103.79482,0.98748,38901697,4.402155161,104.69801,0.99227,37559533,4.475830078,105.63658,1.01422,36389087,NA,103.89962,1.01412,36127711,NA,103.72075,1.01421,36880999,NA,106.2442,1.02541,36322901,NA,105.70129,1.02165,36263974,NA,100.62225,0.99104,36975396,NA,101.07977,0.9909,36793442
"165","Moldova",7.5923,93.34633,0.99596,12754,7.13638,93.20763,0.99183,11940,6.98339,93.68471,0.99766,11918,NA,93.80131,1.00068,11690,6.26602,92.85932,0.99573,11577,NA,91.93163,0.98993,12615,5.60845,91.38623,0.99225,12708,5.61844,91.09093,0.99662,13968,5.43973,90.64651,1.00059,13954,NA,88.30905,0.97405,16045
"166","Monaco",1.31735,NA,NA,NA,1.58989,NA,NA,NA,1.78004,NA,NA,NA,1.3344,NA,NA,NA,1.02195,NA,NA,NA,NA,NA,NA,NA,1.37093,NA,NA,NA,1.45793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Mongolia",4.6451,124.29348,0.97733,1257,4.60903,120.59356,0.97605,1335,5.19521,115.11403,0.97193,2050,4.94077,107.12828,0.97192,8849,4.71485,100.30138,0.98002,9516,4.17699,99.43936,0.98197,6397,5.18061,101.78244,0.97744,1761,4.08859,101.75977,0.97768,1672,NA,102.78962,0.9765,2151,NA,NA,NA,NA
"168","Montenegro",NA,110.6316,1.00342,NA,NA,99.49042,1.02309,589,NA,98.70393,1.02725,1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.52709,1.00248,1680,NA,95.22948,0.98589,2140,NA,98.11672,1.00007,1097,NA,97.59094,0.95492,784,NA,100.64203,1.00016,2
"169","Morocco",NA,106.2751,0.94072,242333,NA,107.73722,0.94839,205179,NA,108.00683,0.95333,228065,NA,107.75871,0.95593,178992,NA,107.42676,0.95608,203684,NA,106.64472,0.95002,NA,NA,107.7307,0.95404,162240,NA,109.77992,0.95557,89998,NA,111.51325,0.96039,7804,NA,112.72941,0.96605,16064
"170","Mozambique",NA,105.94416,0.88897,470189,NA,102.27972,0.89559,597664,5.67216,101.2251,0.89886,604749,6.11533,102.38554,0.90323,561413,NA,102.50189,0.90938,534910,NA,103.42977,0.90852,461026,5.86504,104.13635,0.92023,513572,5.50556,103.6262,0.92523,576566,5.49985,108.41345,0.92827,353839,NA,112.37461,0.93353,143339
"171","Myanmar",NA,97.61988,0.99007,574334,0.78744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.34391,0.97137,196697,NA,NA,NA,NA,NA,107.15093,0.96849,NA,2.08768,109.1187,0.94646,112231,1.92289,109.73606,0.9555,91889,1.93208,NA,NA,NA
"172","Namibia",8.34961,112.93271,0.96132,24953,NA,NA,NA,NA,NA,116.38416,0.95869,12748,NA,118.4302,0.95736,4095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.83875,0.96295,5446,NA,122.13574,0.96652,5999,NA,NA,NA,NA
"173","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,102.76923,1.06163,234,NA,NA,NA,NA,NA,111.5899,0.92025,31,NA,NA,NA,NA,NA,123.17416,0.94994,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.97625,0.98817,NA
"174","Nepal",3.63172,149.94553,1.07617,NA,3.84262,156.02757,1.08158,22049,3.76117,154.64813,1.08791,2895,3.47465,151.26811,1.08203,NA,3.99302,148.4647,1.07381,30866,3.70359,148.56431,1.06181,49866,4.44099,148.17456,1.05182,49332,5.51837,145.2117,1.01812,101223,5.10207,NA,NA,NA,NA,143.45337,1.01866,103384
"175","Netherlands",5.48909,108.08452,0.99656,NA,5.46304,107.45444,0.99924,NA,5.41022,105.82025,0.99982,NA,5.52656,NA,NA,NA,5.4589,NA,NA,NA,5.34816,102.67552,0.99958,NA,5.4796,103.29039,1.00007,NA,5.1751,104.22212,0.99986,11016,NA,105.16962,0.99905,4252,NA,NA,NA,NA
"176","Netherlands Antilles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","New Zealand",7.00129,101.277,1.00321,NA,6.93488,100.14609,1.00723,NA,7.15063,98.70183,1.00704,NA,6.69998,98.28005,1.00671,5665,6.34445,97.79055,1.00338,7232,6.33739,98.21236,1.00536,6658,6.43335,99.20377,1.00754,3655,6.28367,100.19743,1.00433,913,NA,101.38116,1.00597,1109,NA,NA,NA,NA
"179","Nicaragua",4.48422,120.12222,0.99166,28180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08328,NA,NA,NA,4.07843,NA,NA,NA,4.08115,NA,NA,NA,4.35768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Niger",2.74471,55.93311,0.80775,1234862,3.10248,59.80711,0.81929,1151997,3.20939,62.065,0.83299,1164170,3.71429,62.91551,0.83694,1227045,5.12745,63.75036,0.84765,1280821,4.49468,65.56293,0.84673,1280841,2.99045,67.52597,0.85317,1295483,2.58165,69.24308,0.86498,1241317,3.54721,NA,NA,NA,NA,62.00835,0.87731,1647273
"181","Nigeria",NA,80.96385,0.9085,8615770,NA,87.459,0.93277,NA,NA,90.86255,0.97416,NA,NA,92.89585,0.97484,NA,NA,89.42713,0.98539,NA,NA,NA,NA,NA,NA,82.17733,0.94271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","North America",5.39496994,99.74273,0.99125,609421,5.249169827,99.50912,1.0043,930206,5.194859982,98.52548,0.9869,684758,4.943789959,99.18621,0.99331,624322,4.989480019,99.71953,0.9979,512449,NA,100.50462,1.00044,455638,NA,101.25864,0.99854,90004,NA,101.36971,0.9928,107601,NA,101.20316,0.99855,146692,NA,101.29742,1.00038,148991
"183","North Macedonia",NA,86.70916,0.98501,5079,NA,NA,NA,NA,NA,86.53288,0.98667,10394,NA,90.55997,0.99159,11377,NA,90.98673,0.99112,9919,NA,94.04874,1.00323,6141,NA,NA,NA,NA,NA,97.06326,0.99875,1062,NA,98.06731,0.99787,781,NA,NA,NA,NA
"184","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Norway",6.74634,99.23571,1.00307,3419,6.45452,99.50677,1.00205,2067,7.3747,100.09844,1.00422,909,7.48535,100.17448,0.99904,198,7.69504,99.79021,0.99927,350,7.56933,99.76582,0.99728,576,8.03055,100.11042,0.99775,483,7.91198,100.21819,0.99918,177,NA,100.07715,0.99999,2,NA,NA,NA,NA
"186","OECD members",5.47350502,103.37183,0.99126,1744458,5.185050011,103.1486,0.99526,2133726,5.180145025,102.58596,0.99116,2107759,5.259789944,103.39746,0.99478,2064125,5.192669868,102.77903,0.9963,1905676,NA,102.54565,0.99758,1563200,NA,102.52775,0.99805,1287409,NA,102.00993,0.99553,1226113,NA,101.87429,0.99716,1243533,NA,102.37055,0.99807,1237817
"187","Oman",NA,NA,NA,NA,NA,103.22403,1.01287,3319,NA,104.96787,1.0067,1060,4.97011,112.31627,1.05943,761,NA,113.08977,1.06246,1663,NA,110.73065,1.04484,1634,NA,109.68471,1.02596,412,NA,108.85833,1.04674,4181,NA,108.57453,1.10067,8733,NA,107.69823,1.09267,7923
"188","Other small states",NA,107.3414,0.97094,477852,NA,107.09883,0.96876,454285,NA,107.04226,0.97402,452906,NA,106.65231,0.97706,460612,NA,106.7086,0.97801,460865,NA,106.96383,0.97958,450541,NA,106.92066,0.98084,451313,NA,107.07239,0.98132,438404,NA,107.2401,0.9845,442406,NA,107.65516,0.98781,438511
"189","Pacific island small states",NA,109.99995,0.98836,9403,NA,109.96423,0.98776,6990,NA,109.4832,0.98955,7404,NA,110.19107,0.99099,4975,NA,108.77228,0.98171,7105,NA,107.54872,0.98431,9591,NA,107.73662,0.98498,26284,NA,108.14086,0.98527,9502,NA,107.38384,0.98415,14417,NA,108.79452,0.98381,14886
"190","Pakistan",2.28687,77.63804,0.85318,NA,2.22175,74.51299,0.85951,8244086,2.13628,74.64866,0.87165,8409718,2.49344,73.89344,0.8697,7428900,2.46593,77.39932,0.8535,6581788,2.65002,78.25324,0.85593,NA,3.00292,83.88247,0.85398,6633175,2.89952,83.70682,0.86301,NA,NA,86.11134,0.84441,NA,NA,87.8961,0.85915,NA
"191","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.01262,0.89958,47,NA,105.19663,0.8794,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Panama",NA,103.13647,0.9638,13564,3.15901,102.94459,0.97064,17234,NA,101.70995,0.97043,20155,NA,100.77707,0.97297,27291,NA,97.93256,0.97651,37370,NA,94.85858,0.97546,44375,NA,92.36523,0.98421,NA,NA,93.35471,0.97883,58658,NA,NA,NA,NA,NA,NA,NA,NA
"193","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,95.67696,0.88843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.57302,0.91491,86115,1.96493,NA,NA,NA,1.93089,NA,NA,NA,NA,NA,NA,NA
"194","Paraguay",2.77294,100.92056,0.96763,81468,3.69728,99.92485,0.96984,82107,3.66754,103.01998,0.97494,86111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Peru",2.8673,109.98755,1.0021,17475,2.6635,108.0154,1.00006,21164,2.92276,102.20373,0.99608,NA,3.29729,103.74306,1,NA,3.69599,101.249,1.0022,NA,3.96933,100.28327,1.00091,NA,3.81317,102.42321,0.98786,10993,3.93131,102.1457,0.97394,33838,3.72316,105.0764,0.96567,47585,3.84729,111.26073,0.96158,NA
"196","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.8504,0.97958,333178,NA,110.49716,0.97008,364140,NA,108.2587,0.96668,429607,NA,105.51518,0.96439,424228,NA,99.86927,0.96244,500780,NA,NA,NA,NA
"197","Poland",5.06843,96.12236,0.99182,111911,4.82012,97.28442,0.99607,109509,4.81181,100.06803,1.00168,89161,4.94011,100.42822,1.00182,75799,4.90918,100.2535,1.00219,77551,4.81226,NA,NA,NA,4.63922,NA,NA,NA,4.55957,100.04543,1.00058,59793,NA,96.3152,0.98859,50722,NA,NA,NA,NA
"198","Portugal",5.41249,109.85528,0.97009,142,5.12333,109.11768,0.97127,1192,4.94941,107.98629,0.97134,907,5.27097,107.51308,0.96485,525,5.124,105.74948,0.95834,3051,4.88554,104.87311,0.96252,7802,NA,103.80414,0.96486,11170,5.01561,104.35608,0.96684,3662,NA,105.39792,0.97412,2425,NA,NA,NA,NA
"199","Post-demographic dividend",NA,101.33871,0.99373,1396264,NA,101.27241,0.9998,1643573,NA,100.84204,0.99371,1448868,NA,101.29434,0.99742,1378191,NA,100.90424,0.99895,1339893,NA,100.71072,1.00009,1152127,NA,100.98296,0.99979,809134,NA,100.80997,0.99611,886616,NA,100.75139,0.9986,952510,NA,101.48645,0.99956,935420
"200","Pre-demographic dividend",NA,91.84449,0.90092,30202980,NA,93.07634,0.90194,29964512,NA,94.96256,0.91681,30312609,NA,95.58936,0.92497,31169077,NA,95.37186,0.93207,31432933,NA,93.77751,0.94111,32712819,NA,93.83856,0.93694,32646116,NA,94.13993,0.9366,32994618,NA,94.59803,0.93484,33530858,NA,95.11123,0.93725,33409962
"201","Puerto Rico",NA,99.27354,1.03733,30673,NA,91.60209,1.04091,40004,NA,93.28788,1.0471,36367,6.48108,91.61575,1.01589,38182,6.07266,90.64602,1.00411,40680,NA,89.07858,1.00037,45370,NA,82.83672,0.99534,57625,NA,NA,NA,NA,NA,81.7647,0.98945,55942,NA,NA,NA,NA
"202","Qatar",4.53966,104.35936,1.03404,1789,4.01224,104.34577,1.00761,581,3.50744,103.23748,1.03772,2076,4.07384,99.93149,1.04647,6669,3.60535,100.28776,1.02446,6996,NA,103.01785,1.00843,4352,NA,102.70193,0.99371,3584,2.86383,103.0715,0.99604,2972,NA,104.3871,1.01026,1985,2.69535,105.11708,1.02992,2949
"203","Romania",3.49538,99.12425,0.98367,20293,3.05943,98.68784,0.98226,24545,2.9541,97.61874,0.98106,33096,3.04938,NA,NA,NA,3.12642,NA,NA,NA,3.10676,88.48407,0.98508,82464,2.97411,86.34456,0.98746,104345,3.09539,84.56607,0.98672,126456,NA,86.94353,0.99153,135701,NA,NA,NA,NA
"204","Russian Federation",NA,NA,NA,NA,NA,101.39378,1.00615,21682,3.7931,101.33234,1.00604,24643,3.76383,100.04793,1.00546,22969,4.01388,98.02932,1.00672,149626,3.83403,99.47305,1.00792,80703,3.76044,100.12029,1.006,36857,4.68991,102.3353,0.9953,8523,NA,104.09201,0.98911,10839,NA,NA,NA,NA
"205","Rwanda",4.61529,150.07595,1.02528,NA,4.36722,149.87101,1.02981,NA,4.40366,149.1984,1.02244,NA,4.72194,146.00686,1.02393,NA,4.17978,142.09463,1.02469,NA,3.63234,140.56584,1.01361,NA,3.4193,141.19302,0.99879,13957,3.11083,137.17433,0.99264,42716,3.07375,132.12526,0.98631,81300,NA,129.96978,0.97976,121348
"206","Samoa",NA,109.93191,0.98587,157,NA,107.85874,1.00089,417,NA,107.23908,0.99772,382,NA,NA,NA,NA,NA,107.99744,1.00265,236,NA,106.39106,1.00033,165,4.16222,107.93271,1.01218,411,NA,108.69744,1.00264,185,NA,110.43128,0.99838,387,NA,115.72207,1.0103,NA
"207","San Marino",2.62884,120.30303,1.13082,NA,2.70296,108.68925,1.00521,NA,NA,103.75723,0.94788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37033,NA,NA,NA,3.59286,116.89373,1.16476,NA,NA,110.08065,1.10741,79
"208","Sao Tome and Principe",9.65147,116.19757,0.99332,2718,NA,114.26579,0.97067,NA,6.33951,105.98756,0.9711,NA,5.93969,105.96625,0.9797,3728,3.74883,102.0392,0.96457,3702,3.8645,103.1691,0.96129,3817,5.17307,103.85953,0.95747,NA,5.08416,105.00261,0.96736,2100,5.14907,NA,NA,NA,NA,NA,NA,NA
"209","Saudi Arabia",NA,106.17968,0.99185,89185,NA,106.36617,0.99529,90164,NA,110.32458,1.00474,4621,NA,114.89821,0.9746,67693,NA,117.2198,0.97039,NA,NA,112.10066,1.03096,22068,NA,104.63059,0.99074,58970,NA,100.17458,1.01429,NA,NA,100.34702,1.01145,NA,NA,101.47726,1.01504,NA
