"","Country.Name","SI.POV.NAHC_2000","SI.DST.FRST.20_2000","SP.DYN.LE00.IN_2000","SE.ENR.PRSC.FM.ZS_2000","NY.GDP.MKTP.CD_2000","NY.GDP.MKTP.KD.ZG_2000","NY.GDP.PCAP.CD_2000","FP.CPI.TOTL.ZG_2000","SI.POV.NAHC_2001","SI.DST.FRST.20_2001","SP.DYN.LE00.IN_2001","SE.ENR.PRSC.FM.ZS_2001","NY.GDP.MKTP.CD_2001","NY.GDP.MKTP.KD.ZG_2001","NY.GDP.PCAP.CD_2001","FP.CPI.TOTL.ZG_2001","SI.POV.NAHC_2002","SI.DST.FRST.20_2002","SP.DYN.LE00.IN_2002","SE.ENR.PRSC.FM.ZS_2002","NY.GDP.MKTP.CD_2002","NY.GDP.MKTP.KD.ZG_2002","NY.GDP.PCAP.CD_2002","FP.CPI.TOTL.ZG_2002","SI.POV.NAHC_2003","SI.DST.FRST.20_2003","SP.DYN.LE00.IN_2003","SE.ENR.PRSC.FM.ZS_2003","NY.GDP.MKTP.CD_2003","NY.GDP.MKTP.KD.ZG_2003","NY.GDP.PCAP.CD_2003","FP.CPI.TOTL.ZG_2003","SI.POV.NAHC_2004","SI.DST.FRST.20_2004","SP.DYN.LE00.IN_2004","SE.ENR.PRSC.FM.ZS_2004","NY.GDP.MKTP.CD_2004","NY.GDP.MKTP.KD.ZG_2004","NY.GDP.PCAP.CD_2004","FP.CPI.TOTL.ZG_2004","SI.POV.NAHC_2005","SI.DST.FRST.20_2005","SP.DYN.LE00.IN_2005","SE.ENR.PRSC.FM.ZS_2005","NY.GDP.MKTP.CD_2005","NY.GDP.MKTP.KD.ZG_2005","NY.GDP.PCAP.CD_2005","FP.CPI.TOTL.ZG_2005","SI.POV.NAHC_2006","SI.DST.FRST.20_2006","SP.DYN.LE00.IN_2006","SE.ENR.PRSC.FM.ZS_2006","NY.GDP.MKTP.CD_2006","NY.GDP.MKTP.KD.ZG_2006","NY.GDP.PCAP.CD_2006","FP.CPI.TOTL.ZG_2006","SI.POV.NAHC_2007","SI.DST.FRST.20_2007","SP.DYN.LE00.IN_2007","SE.ENR.PRSC.FM.ZS_2007","NY.GDP.MKTP.CD_2007","NY.GDP.MKTP.KD.ZG_2007","NY.GDP.PCAP.CD_2007","FP.CPI.TOTL.ZG_2007","SI.POV.NAHC_2008","SI.DST.FRST.20_2008","SP.DYN.LE00.IN_2008","SE.ENR.PRSC.FM.ZS_2008","NY.GDP.MKTP.CD_2008","NY.GDP.MKTP.KD.ZG_2008","NY.GDP.PCAP.CD_2008","FP.CPI.TOTL.ZG_2008","SI.POV.NAHC_2009","SI.DST.FRST.20_2009","SP.DYN.LE00.IN_2009","SE.ENR.PRSC.FM.ZS_2009","NY.GDP.MKTP.CD_2009","NY.GDP.MKTP.KD.ZG_2009","NY.GDP.PCAP.CD_2009","FP.CPI.TOTL.ZG_2009","SI.POV.NAHC_2010","SI.DST.FRST.20_2010","SP.DYN.LE00.IN_2010","SE.ENR.PRSC.FM.ZS_2010","NY.GDP.MKTP.CD_2010","NY.GDP.MKTP.KD.ZG_2010","NY.GDP.PCAP.CD_2010","FP.CPI.TOTL.ZG_2010","SI.POV.NAHC_2011","SI.DST.FRST.20_2011","SP.DYN.LE00.IN_2011","SE.ENR.PRSC.FM.ZS_2011","NY.GDP.MKTP.CD_2011","NY.GDP.MKTP.KD.ZG_2011","NY.GDP.PCAP.CD_2011","FP.CPI.TOTL.ZG_2011","SI.POV.NAHC_2012","SI.DST.FRST.20_2012","SP.DYN.LE00.IN_2012","SE.ENR.PRSC.FM.ZS_2012","NY.GDP.MKTP.CD_2012","NY.GDP.MKTP.KD.ZG_2012","NY.GDP.PCAP.CD_2012","FP.CPI.TOTL.ZG_2012","SI.POV.NAHC_2013","SI.DST.FRST.20_2013","SP.DYN.LE00.IN_2013","SE.ENR.PRSC.FM.ZS_2013","NY.GDP.MKTP.CD_2013","NY.GDP.MKTP.KD.ZG_2013","NY.GDP.PCAP.CD_2013","FP.CPI.TOTL.ZG_2013","SI.POV.NAHC_2014","SI.DST.FRST.20_2014","SP.DYN.LE00.IN_2014","SE.ENR.PRSC.FM.ZS_2014","NY.GDP.MKTP.CD_2014","NY.GDP.MKTP.KD.ZG_2014","NY.GDP.PCAP.CD_2014","FP.CPI.TOTL.ZG_2014","SI.POV.NAHC_2015","SI.DST.FRST.20_2015","SP.DYN.LE00.IN_2015","SE.ENR.PRSC.FM.ZS_2015","NY.GDP.MKTP.CD_2015","NY.GDP.MKTP.KD.ZG_2015","NY.GDP.PCAP.CD_2015","FP.CPI.TOTL.ZG_2015"
"186","Suriname",NA,NA,67.822,NA,947671969.7,2.09999866,2012.281651,59.40168655,NA,NA,67.913,1.072540045,834279357.8,4.20000005,1750.576737,38.58628789,NA,NA,68.064,1.139840007,1093574468,2.800000889,2267.753984,15.52739892,NA,NA,68.28,NA,1274190311,6.299999082,2611.377493,23.00223218,NA,NA,68.555,NA,1484092538,8.500000274,3006.183233,9.98632512,NA,NA,68.877,1.117720008,1793388732,4.500000692,3590.648183,9.898004896,NA,NA,69.227,1.131829977,2626380435,5.793543589,5197.747907,11.28130433,NA,NA,69.579,1.12827003,2936612022,5.111487808,5744.759727,6.426279345,NA,NA,69.91,1.115319967,3532969035,4.143406525,6831.983622,14.66714274,NA,NA,70.209,1.091719985,3875409836,3.01369863,7408.360786,-0.133636647,NA,NA,70.465,1.105399966,4368398048,5.168825162,8255.874872,6.941082216,NA,NA,70.676,1.13293004,4422276622,5.849367784,8263.203803,17.71177964,NA,NA,70.851,1.132779956,4.98e+09,2.690350057,9200.974786,5.006863194,NA,NA,71.002,1.145409942,5145757576,2.93344123,9402.164419,1.923436041,NA,NA,71.133,1.154940009,5240606061,0.255503145,9471.922001,3.383412727,NA,NA,71.249,1.134039998,4787367928,-3.411095864,8562.081369,6.893903592
"187","Eswatini",69,4.5,47.49,0.959219992,1738100853,1.76017376,1728.70534,12.20853585,69,NA,45.799,0.958989978,1542477355,1.054764906,1521.76762,5.942109823,NA,NA,44.41,0.938629985,1432228173,4.380099088,1405.441856,12.01971547,NA,NA,43.372,0.944549978,2197612767,3.880213586,2148.619935,7.29,NA,NA,42.731,0.923330009,2770082822,3.623914226,2699.133402,3.445335073,NA,NA,42.518,0.92948997,3178126555,5.99877655,3083.826232,4.774004046,NA,NA,42.733,0.919480026,3291353806,5.992166838,3176.700338,5.304639463,NA,NA,43.308,0.887120008,3469363925,4.435375577,3327.441875,8.076088279,NA,NA,44.17,NA,3294093364,0.821663914,3137.396115,12.65746019,63,4,45.275,0.909680009,3580417161,1.565048852,3385.842926,7.448234234,NA,NA,46.601,0.912429988,4438778547,3.793754968,4168.505177,4.509236918,NA,NA,48.141,0.896449983,4820499497,2.247229761,4496.600379,6.107427146,NA,NA,49.862,0.913749993,4886658806,5.391309307,4527.668988,8.939646828,NA,NA,51.699,0.922500014,4597702903,3.862271882,4230.344056,5.621306235,NA,NA,53.569,0.931620002,4422304975,0.913196495,4038.557228,5.681348858,NA,NA,55.359,0.935450017,4062660890,2.203324126,3679.799799,4.951244937
"188","Sweden",NA,9.3,79.64390244,1.15218997,2.62835e+11,4.766348871,29624.91267,0.899143734,NA,NA,79.79512195,1.147439957,2.42396e+11,1.449498618,27247.85773,2.405958341,NA,NA,79.84634146,1.124519944,2.66849e+11,2.196921062,29899.19525,2.158482136,NA,9.3,80.09512195,1.107849956,3.34337e+11,2.30981059,37321.7979,1.925655349,NA,9.3,80.49756098,1.013599992,3.85118e+11,4.336856154,42821.67314,0.373659829,NA,8.7,80.54634146,0.996159971,3.92218e+11,2.85880324,43437.06312,0.453170853,NA,9.2,80.74878049,0.996320009,4.23093e+11,4.662773552,46593.60216,1.360214686,13.5,8.9,80.9,0.994740009,4.91253e+11,3.439221776,53700.00534,2.212168834,14.4,8.6,81.1,0.994090021,5.17706e+11,-0.450559257,56152.55234,3.437049106,14.8,8.6,81.35121951,0.993409991,4.36537e+11,-4.339790575,46946.96027,-0.494460544,15.4,8.6,81.45121951,0.991919994,4.95813e+11,5.952107008,52869.04429,1.157988027,15.2,8.5,81.80243902,0.992640018,5.74094e+11,3.195333235,60755.75955,2.961150738,16,8.5,81.70487805,0.992340028,5.52484e+11,-0.588304569,58037.82132,0.888377507,15.6,8.1,81.95609756,1.098260045,5.86842e+11,1.187775716,61126.9432,-0.04429297,16.3,8.4,82.25365854,1.096300006,5.81964e+11,2.657798275,60020.36046,-0.179638494,16.2,8.2,82.20487805,1.09107995,5.05104e+11,4.489281588,51545.48361,-0.046784745
"189","Switzerland",NA,7.8,79.6804878,0.967230022,2.72055e+11,3.936823537,37868.32303,1.558518468,NA,NA,80.1804878,0.974749982,2.78631e+11,1.312423626,38538.99009,0.989017153,NA,8.1,80.38536585,0.971790016,3.01417e+11,0.162612987,41376.39395,0.642708442,NA,NA,80.53658537,0.969969988,3.52915e+11,0.039576572,48087.58313,0.638298911,NA,NA,81.08780488,0.964699984,3.94164e+11,2.776223402,53340.14768,0.802882618,NA,NA,81.23658537,0.966939986,4.08689e+11,3.115245649,54952.67376,1.171951144,15,7.4,81.4902439,0.967320025,4.30921e+11,3.988634104,57579.50195,1.059525055,15.7,7.4,81.74146341,0.969760001,4.79913e+11,4.111877785,63555.23746,0.732336631,15.6,7.5,81.99268293,0.972180009,5.54363e+11,2.154701961,72487.84594,2.42604804,15,7.8,82.04390244,0.975220025,5.41507e+11,-2.222107159,69927.46876,-0.480467934,15,7.8,82.24634146,0.981530011,5.83783e+11,3.002699064,74605.72108,0.688233449,15.9,7.9,82.69512195,0.983799994,6.9958e+11,1.692808513,88415.62803,0.231336577,14.5,8.1,82.69756098,0.983169973,6.68044e+11,1.006024046,83538.23003,-0.692545842,13.8,7.9,82.79756098,0.985319972,6.88504e+11,1.852039816,85112.4644,-0.217308518,15.6,7.8,83.19756098,NA,7.09183e+11,2.449218056,86605.56338,-0.01322916,14.7,7.8,82.89756098,0.979340017,6.79832e+11,1.333369175,82081.59716,-1.143900644
"190","Syrian Arab Republic",NA,NA,73.11,0.923020005,19325894913,2.742857397,1177.629268,-3.846153846,NA,NA,73.371,0.925450027,21099833784,5.20094281,1258.447322,3,NA,NA,73.663,0.931280017,21582248882,5.9,1263.255122,-0.130505282,NA,NA,73.967,0.946950018,21828144686,0.6,1253.395146,5.796829449,30.1,7.6,74.25,0.955060005,25086930693,6.900000004,1407.178424,4.433141367,NA,NA,74.43,0.964129984,28858965517,6.2,1571.738407,7.240349393,NA,NA,74.412,0.972220004,33332844575,4.999999998,1748.90568,10.02411054,35.2,NA,74.152,0.982680023,40405006007,5.699999996,2032.623489,3.907709504,NA,NA,73.647,0.986959994,NA,NA,NA,15.74532522,NA,NA,72.938,0.988699973,NA,NA,NA,2.920897118,NA,NA,72.108,0.985610008,NA,NA,NA,4.397413832,NA,NA,71.27,0.984290004,NA,NA,NA,4.753163889,NA,NA,70.55,0.983579993,NA,NA,NA,36.70229534,NA,NA,70.049,0.982309997,NA,NA,NA,NA,NA,NA,69.821,NA,NA,NA,NA,NA,NA,NA,69.908,NA,NA,NA,NA,NA
"191","Tajikistan",NA,NA,61.974,0.888260007,860521119.3,8.324324495,138.4288795,NA,NA,NA,62.807,0.871249974,1080768907,9.580836178,171.0479834,38.59188946,NA,NA,63.653,0.876299977,1221120799,10.83789166,190.0025003,12.24998478,NA,7.9,64.496,0.88102001,1555301496,10.92850851,237.7574442,16.3034912,NA,7.8,65.314,0.886709988,2076182461,10.37037376,311.6273248,7.141965082,NA,NA,66.08,0.886720002,2312327536,6.644293718,340.5830327,7.091932448,NA,NA,66.771,0.88252002,2830220713,7.048458927,408.8385907,10.01086518,NA,7.4,67.382,0.892159998,3719506173,7.760139303,526.6429154,13.14912472,NA,NA,67.911,0.911570013,5161337336,7.910529533,715.8651105,20.4705219,NA,8.4,68.36,0.920759976,4979481980,3.89282113,676.1234193,6.448234814,NA,NA,68.736,0.912339985,5642178580,6.520680751,749.552711,6.419565091,NA,NA,69.055,0.916109979,6522732203,7.400640543,847.3821018,12.43154904,NA,NA,69.34,0.93028003,7633049792,7.486175224,969.2964731,5.83116601,34.3,NA,69.609,0.931699991,8448469838,7.400081256,1048.227293,5.009646453,32,NA,69.874,NA,9112544556,6.705968168,1104.171689,6.104427651,31.3,7.4,70.137,NA,7854602392,6.008287872,929.0958572,5.714559496
"192","Tanzania",35.6,6.8,50.801,NA,13375976354,4.520784635,410.9523276,5.923961096,NA,NA,51.444,NA,13581644246,6.070808288,406.5386686,5.147468002,NA,NA,52.142,NA,14142035080,7.093194984,411.9723458,5.317833661,NA,NA,52.866,NA,15224257698,6.672789829,431.2796931,5.303566215,NA,NA,53.602,NA,16675948415,7.50381466,459.2592825,4.735801439,NA,NA,54.349,NA,18399046025,7.476319258,492.6313793,5.034570093,NA,NA,55.119,NA,18649590248,6.53222139,485.4974874,7.250972621,34.4,6.3,55.926,NA,21843529025,6.768535202,552.8395296,7.02551437,NA,NA,56.777,NA,27941177435,5.68641686,687.3904455,10.27839376,NA,NA,57.666,NA,29081425282,5.269105248,695.2167768,12.14222787,NA,NA,58.584,0.978929996,32014249841,6.336523427,743.4037847,6.200155956,28.2,7.4,59.525,NA,34657139495,7.672155435,781.4370143,12.69096947,NA,NA,60.47,NA,39650530214,4.50015356,867.8676806,16.00109385,NA,NA,61.398,NA,45680532614,6.781585601,970.4169384,7.870723646,NA,NA,62.288,1.031810045,49964788814,6.732461868,1030.092917,6.13161433,NA,NA,63.111,1.041129947,47378599025,6.160628774,947.9334465,5.58816953
"193","Thailand",42.3,6.2,70.623,NA,1.26392e+11,4.455247043,2007.735175,1.591969175,NA,NA,70.832,0.976549983,1.20296e+11,3.44424901,1893.26406,1.626908873,32.4,6.3,71.089,0.985090017,1.34301e+11,6.149036052,2096.187999,0.697308977,NA,NA,71.389,NA,1.52281e+11,7.189243303,2359.116867,1.804349946,26.8,6.1,71.728,1.012889981,1.72896e+11,6.289342143,2660.126998,2.759149262,NA,NA,72.099,1.002889991,1.89319e+11,4.187638429,2894.062656,4.540369196,21.9,6,72.499,1.015910029,2.21758e+11,4.967810892,3369.543403,4.63747436,20,6.5,72.916,1.023890018,2.62942e+11,5.435151691,3973.016991,2.241540953,20.4,6.4,73.341,1.023929954,2.91383e+11,1.725698849,4379.658524,5.468489496,17.9,6.5,73.766,1.029340029,2.8171e+11,-0.690618232,4213.006339,-0.845716092,16.4,6.6,74.184,1.026800036,3.41105e+11,7.513390533,5076.340174,3.247588424,13.2,7.2,74.593,1.028759956,3.70819e+11,0.840132083,5492.121256,3.808790581,12.6,6.6,74.992,1.027160048,3.97558e+11,7.242796202,5860.582507,3.014899503,10.9,6.9,75.378,1.036929965,4.20333e+11,2.687495563,6168.262985,2.184886185,10.5,7.1,75.747,1.037780046,4.07339e+11,0.98442511,5951.883702,1.895141819,7.2,7.5,76.091,0.953830004,4.01296e+11,3.133896962,5840.046523,-0.900424963
"194","Timor-Leste",NA,NA,59.002,NA,367087900,NA,415.0859486,NA,36.3,7.3,59.945,NA,477457500,16.34768915,529.7937005,NA,NA,NA,60.901,NA,469461100,-6.700689283,508.793923,NA,NA,NA,61.888,NA,490400300,-2.182275573,517.787095,7.165158914,NA,NA,62.893,0.925040007,440732900,0.400003531,453.4788295,3.23751394,NA,NA,63.882,0.927569985,462261800,3.018182523,464.5216981,1.111674004,NA,NA,64.803,NA,453796000,-4.106163715,446.459773,3.936162599,50.4,9.5,65.61,NA,542795300,10.22882431,523.7355171,10.30090202,NA,NA,66.276,0.945540011,648492700,11.33596537,614.4340085,9.064236219,NA,NA,66.796,0.945919991,726881600,9.989625539,676.6239992,0.669681186,NA,NA,67.186,0.959429979,881826900,9.459876642,806.4091016,6.765976802,NA,NA,67.477,0.964640021,1054725400,5.805105362,947.5133203,13.49984024,NA,NA,67.72,0.968720019,1147779600,6.021571005,1013.050025,11.80030967,NA,NA,67.953,0.980019987,1395524600,2.119224319,1210.032646,11.08490851,41.8,9.4,68.197,1.002200007,1447311400,4.449568823,1232.456096,0.726275016,NA,NA,68.459,1.002279997,1594410800,2.910035015,1332.782859,0.552796026
"195","Togo",NA,NA,53.491,0.691349983,1488185772,-0.78347961,302.2063943,1.862605955,NA,NA,53.554,0.700890005,1481141850,0.823438749,292.5673576,3.919591337,NA,NA,53.71,0.714150012,1698678686,3.826622582,326.8556001,3.059818575,NA,NA,53.938,0.721899986,2111093198,6.720171421,396.0300441,-0.930000884,NA,NA,54.234,0.735480011,2255942249,-0.978665336,412.589392,0.393078681,NA,NA,54.602,0.744239986,2280575830,-4.666299379,406.4009505,6.78292893,61.7,6.1,55.052,0.756460011,2349495621,2.650132097,407.6946979,2.228977794,NA,NA,55.581,0.755240023,2659095101,-1.175120389,449.1442328,0.945673272,NA,NA,56.178,NA,3310277927,4.062252828,544.1475234,8.694828144,NA,NA,56.818,NA,3365711796,5.537910972,538.4419516,3.71360592,NA,NA,57.468,NA,3429461495,6.099259161,534.0443668,1.445945174,58.7,4.8,58.092,NA,3872459250,6.398199052,587.0971368,3.563514729,NA,NA,58.661,NA,3873308389,6.543507031,571.8067239,2.577181741,NA,NA,59.16,NA,4321655656,6.112343078,621.3988536,1.825394759,NA,NA,59.58,NA,4574986537,5.920588571,640.9342196,0.190875076,55.1,5,59.927,NA,4180866177,5.742868453,570.910279,2.585003908
"196","Tonga",NA,NA,69.667,1.021790028,204849594.9,0.875990063,2090.878047,6.327635514,16.2,6.2,69.725,1.020349979,181116944.4,3.748925693,1838.993414,8.290283189,NA,NA,69.771,1.020630002,182763673.2,4.848012814,1845.687556,10.35906079,NA,NA,69.803,NA,202246980.2,2.308045494,2030.816458,11.63862196,NA,NA,69.822,NA,230657956.8,-2.410700609,2301.562163,10.97340537,NA,NA,69.836,NA,261797595.1,0.081033894,2594.495765,8.665692211,NA,NA,69.852,0.980759978,292232126.6,-0.148635323,2873.302721,6.149116065,NA,NA,69.878,0.844150007,298513956.2,0.271095291,2910.031645,5.842248749,NA,NA,69.921,0.991479993,344428609,4.750169656,3331.707687,10.44698751,22.5,6.7,69.982,1.114079952,312377379.3,-5.199109037,3006.808926,1.426859721,NA,NA,70.059,1.020210028,366840012.4,0.803490183,3527.782706,3.534912392,NA,NA,70.148,0.974319994,414523388.5,6.818276144,4002.659165,6.27075303,NA,NA,70.242,1.008520007,470714083.4,0.823102718,4581.738647,1.147538537,NA,NA,70.335,1.00861001,450643615.2,0.312307909,4428.146521,0.775629322,NA,NA,70.427,1.029340029,439878828,2.01870046,4354.028863,2.510876333,NA,6.8,70.517,1.01038003,437006227.2,1.171888256,4336.196576,-1.05399832
"197","Trinidad and Tobago",NA,NA,69.413,NA,8154338233,6.901359591,6435.164683,3.555413197,NA,NA,69.65,NA,8824873259,4.168523982,6939.801184,5.536653263,NA,NA,69.903,NA,9008273721,7.936709687,7053.070804,4.150058617,NA,NA,70.164,NA,11305459802,14.44098954,8807.900379,3.811106244,NA,NA,70.428,1.010810018,13280275123,7.950051511,10293.80541,3.72154939,NA,NA,70.691,NA,15982282462,6.20893788,12327.23317,6.874534596,NA,NA,70.952,NA,18369361094,13.20805861,14102.49585,8.329603515,NA,NA,71.21,NA,21641620050,4.754209701,16539.87811,7.894388348,NA,NA,71.464,NA,27871587350,3.391737078,21204.10497,12.03034455,NA,NA,71.71,NA,19172165226,-4.391729247,14514.14172,6.978087253,NA,NA,71.946,NA,22157948396,3.32322471,16683.35538,10.54920032,NA,NA,72.17,NA,25433011405,-0.294354409,19034.1492,5.107132893,NA,NA,72.382,NA,25763220107,1.269964365,19157.41704,9.260281371,NA,NA,72.582,NA,27268478565,2.229074805,20143.66445,5.199817405,NA,NA,72.768,NA,27615843098,-0.912544969,20270.85937,5.684418146,NA,NA,72.941,NA,25062893969,1.823184697,18289.70434,4.661215981
"198","Tunisia",25.4,6,73.172,0.995230019,21473188882,4.709859945,2211.826817,2.962307947,NA,NA,73.415,1.000939965,22066101341,3.796183827,2253.04471,1.983333333,NA,NA,73.638,1.001129985,23142294436,1.322563618,2344.413533,2.721032849,NA,NA,73.842,1.022300005,27453084983,4.702411815,2760.414314,2.712592475,NA,NA,74.034,NA,31183139301,6.235793869,3111.382703,3.63228005,23.1,6.4,74.217,1.043449998,32273007554,3.486535815,3193.206569,2.017786414,NA,NA,74.391,1.047129989,34378437265,5.244195185,3370.033926,3.225253374,NA,NA,74.558,NA,38908069299,6.709620392,3775.75001,2.966944325,NA,NA,74.72,1.046040058,44856586316,4.237776836,4307.155878,4.345028076,NA,NA,74.88,1.048490047,43454935940,3.043448955,4128.462783,3.664903306,20.5,6.7,75.041,1.04806006,44050929160,3.510608639,4141.976353,3.338979636,NA,NA,75.206,1.038319945,45810626509,-1.91717768,4264.674946,3.24002842,NA,NA,75.376,NA,45044112939,3.997674002,4152.678587,4.611844322,NA,NA,75.552,NA,46251061734,2.875523842,4222.703245,5.316235313,NA,NA,75.734,NA,47632326088,2.971398345,4305.474165,4.625550995,15.2,7.8,75.922,NA,43173480832,1.194541753,3861.688531,4.437371273
"199","Turkey",NA,NA,70.005,0.818560004,2.74303e+11,6.933239708,4337.478141,54.91537058,NA,NA,70.56,0.818979979,2.01753e+11,-5.750006557,3142.95519,54.40018876,NA,5.8,71.078,0.819890022,2.40249e+11,6.447722052,3687.890278,44.96412095,NA,5.5,71.559,0.822210014,3.14595e+11,5.763206069,4760.148949,21.60243845,NA,5.4,72.004,0.85345,4.08865e+11,9.795936382,6101.471608,8.598261681,18.6,5.2,72.424,0.889800012,5.06315e+11,8.992304944,7456.387715,8.179160368,16.3,5.6,72.83,0.897780001,5.57076e+11,6.947988086,8102.121489,9.597242123,16.7,5.8,73.235,0.907270014,6.81321e+11,5.043507925,9791.651574,8.75618091,17.1,5.7,73.649,0.926840007,7.70449e+11,0.815024571,10940.99125,10.44412838,16.9,5.9,74.074,0.944050014,6.49289e+11,-4.823153949,9103.709879,6.250976631,16.1,5.9,74.507,0.947820008,7.76968e+11,8.427104323,10742.43007,8.566444206,16.3,5.8,74.944,0.949890018,8.38786e+11,11.20011058,11420.77326,6.471879671,15,5.8,75.373,0.964730024,8.80556e+11,4.788492709,11795.31671,8.891569965,15,5.8,75.784,0.976890028,9.57799e+11,8.485817002,12614.48026,7.493090305,14.7,5.8,76.172,0.980539978,9.38934e+11,4.93971516,12157.33796,8.854572714,14.3,5.6,76.532,0.980279982,8.64314e+11,6.0844869,11006.24974,7.670853648
"200","Turkmenistan",NA,NA,63.613,NA,2904662605,5.469064133,643.174726,NA,NA,NA,63.842,NA,3534803922,4.343845714,774.4828307,NA,NA,NA,64.101,NA,4461978499,0.257179925,967.8901647,NA,NA,NA,64.386,NA,5977560877,3.26882856,1283.911263,NA,NA,NA,64.693,NA,6838351088,5.000407438,1453.916238,NA,NA,NA,65.017,NA,8103901996,13.03403487,1704.417531,NA,NA,NA,65.354,NA,10276674365,10.97330833,2136.474322,NA,NA,NA,65.695,NA,12664165103,11.05929947,2600.369292,NA,NA,NA,66.031,NA,19271523179,14.7,3904.463719,NA,NA,NA,66.355,NA,20214385965,6.100000115,4036.455999,NA,NA,NA,66.657,NA,22583157895,9.199999988,4439.200382,NA,NA,NA,66.928,NA,29233333333,14.69999993,5649.952278,NA,NA,NA,67.167,NA,35164210526,11.09999996,6675.185658,NA,NA,NA,67.375,NA,39197543860,10.2000001,7304.287132,NA,NA,NA,67.552,NA,43524210526,10.29999997,7962.239098,NA,NA,NA,67.704,NA,35799714286,6.49999991,6432.680702,NA
"201","Turks and Caicos Islands",NA,NA,NA,1.011669993,NA,NA,NA,NA,NA,NA,NA,NA,358744800,NA,16629.34223,NA,NA,NA,NA,NA,366707900,NA,15784.60313,NA,NA,NA,NA,0.991419971,409753600,NA,16382.93551,NA,NA,NA,NA,1.03587997,485598800,NA,18187.22097,NA,NA,NA,NA,1.02177,578645800,NA,20533.91767,NA,NA,NA,NA,NA,721891500,NA,24561.65153,NA,NA,NA,NA,NA,773489700,NA,25456.30081,NA,NA,NA,NA,NA,862683600,NA,27648.34305,NA,NA,NA,NA,1.035709977,703175800,NA,22019.6593,NA,NA,NA,NA,NA,686787800,NA,21028.40784,NA,NA,NA,NA,NA,728789600,NA,21835.08404,NA,NA,NA,NA,NA,727161000,-0.972299355,21345.65256,NA,NA,NA,NA,NA,754238000,1.070880496,21716.56445,NA,NA,NA,NA,1.028339982,841070000,8.711295808,23779.86372,NA,NA,NA,NA,1.035159945,942070000,11.31482939,26182.42962,NA
"202","Tuvalu",NA,NA,NA,NA,13742057.05,-0.970599814,1462.8547,NA,NA,NA,NA,1.030609965,13196544.95,1.634107644,1391.453495,NA,NA,NA,NA,NA,15450994.24,7.886174359,1610.149462,NA,NA,NA,NA,NA,18231078.54,-3.333536533,1874.468285,NA,NA,NA,NA,NA,21534931.61,-1.352181114,2182.078388,NA,NA,NA,NA,NA,21839098.89,-3.779729962,2183.909889,NA,NA,NA,NA,NA,22902861.45,2.138938329,2263.128601,NA,NA,NA,NA,NA,27030374.03,6.350564875,2644.591921,NA,NA,NA,NA,NA,30290219.76,7.983260905,2936.80626,NA,NA,NA,NA,NA,27101076.28,-4.432851394,2599.873012,NA,26.3,6.6,NA,NA,31823518.62,-2.729427912,3022.176507,NA,NA,NA,NA,NA,38711810.21,7.515954206,3640.72324,NA,NA,NA,NA,NA,37671774.69,-3.835748821,3507.940655,NA,NA,NA,NA,NA,37509075.11,4.576823704,3454.828692,NA,NA,NA,NA,1.053110003,37290607.54,1.348012682,3398.706483,NA,NA,NA,NA,1.069010019,35492074.22,9.142893933,3197.772252,NA
"203","Uganda",NA,NA,46.229,NA,6193246837,3.141907338,261.8689977,3.392021585,NA,NA,47.22,NA,5840503869,5.183661126,239.4731859,1.865125241,38.8,5.9,48.299,NA,6178563591,8.732685764,245.5000794,-0.287508512,NA,NA,49.421,NA,6606884391,6.473258671,254.3011554,8.680476516,NA,NA,50.554,0.952769995,7939487474,6.807233344,296.0143006,3.72128744,31.1,6.1,51.676,NA,9239221859,6.332565116,333.7316365,8.448726423,NA,NA,52.784,NA,9977647645,10.78474439,349.2171001,7.310676136,NA,NA,53.887,0.961059988,11902564401,8.412425966,403.6637036,6.138510833,NA,NA,54.984,NA,14440404021,8.708751901,474.5179184,12.05085555,24.5,5.9,56.06,NA,25019909335,6.801517348,796.5309244,13.01725619,NA,NA,57.099,NA,26558906014,5.637611638,819.0073159,3.976552885,NA,NA,58.087,NA,27752712167,9.391655493,829.0103449,15.12515394,19.7,6.4,59.017,NA,27188666947,3.837455606,786.7280528,12.67873624,NA,NA,59.881,NA,28791625559,3.586905826,806.5955214,4.902714419,NA,NA,60.669,NA,32472363452,5.106307324,879.7202333,3.074677606,NA,NA,61.373,NA,32248116584,5.187859863,843.6294158,5.410004196
