"","Country.Name","SI.POV.NAHC_2000","SI.DST.FRST.20_2000","SP.DYN.LE00.IN_2000","SE.ENR.PRSC.FM.ZS_2000","NY.GDP.MKTP.CD_2000","NY.GDP.MKTP.KD.ZG_2000","NY.GDP.PCAP.CD_2000","FP.CPI.TOTL.ZG_2000","SI.POV.NAHC_2001","SI.DST.FRST.20_2001","SP.DYN.LE00.IN_2001","SE.ENR.PRSC.FM.ZS_2001","NY.GDP.MKTP.CD_2001","NY.GDP.MKTP.KD.ZG_2001","NY.GDP.PCAP.CD_2001","FP.CPI.TOTL.ZG_2001","SI.POV.NAHC_2002","SI.DST.FRST.20_2002","SP.DYN.LE00.IN_2002","SE.ENR.PRSC.FM.ZS_2002","NY.GDP.MKTP.CD_2002","NY.GDP.MKTP.KD.ZG_2002","NY.GDP.PCAP.CD_2002","FP.CPI.TOTL.ZG_2002","SI.POV.NAHC_2003","SI.DST.FRST.20_2003","SP.DYN.LE00.IN_2003","SE.ENR.PRSC.FM.ZS_2003","NY.GDP.MKTP.CD_2003","NY.GDP.MKTP.KD.ZG_2003","NY.GDP.PCAP.CD_2003","FP.CPI.TOTL.ZG_2003","SI.POV.NAHC_2004","SI.DST.FRST.20_2004","SP.DYN.LE00.IN_2004","SE.ENR.PRSC.FM.ZS_2004","NY.GDP.MKTP.CD_2004","NY.GDP.MKTP.KD.ZG_2004","NY.GDP.PCAP.CD_2004","FP.CPI.TOTL.ZG_2004","SI.POV.NAHC_2005","SI.DST.FRST.20_2005","SP.DYN.LE00.IN_2005","SE.ENR.PRSC.FM.ZS_2005","NY.GDP.MKTP.CD_2005","NY.GDP.MKTP.KD.ZG_2005","NY.GDP.PCAP.CD_2005","FP.CPI.TOTL.ZG_2005","SI.POV.NAHC_2006","SI.DST.FRST.20_2006","SP.DYN.LE00.IN_2006","SE.ENR.PRSC.FM.ZS_2006","NY.GDP.MKTP.CD_2006","NY.GDP.MKTP.KD.ZG_2006","NY.GDP.PCAP.CD_2006","FP.CPI.TOTL.ZG_2006","SI.POV.NAHC_2007","SI.DST.FRST.20_2007","SP.DYN.LE00.IN_2007","SE.ENR.PRSC.FM.ZS_2007","NY.GDP.MKTP.CD_2007","NY.GDP.MKTP.KD.ZG_2007","NY.GDP.PCAP.CD_2007","FP.CPI.TOTL.ZG_2007","SI.POV.NAHC_2008","SI.DST.FRST.20_2008","SP.DYN.LE00.IN_2008","SE.ENR.PRSC.FM.ZS_2008","NY.GDP.MKTP.CD_2008","NY.GDP.MKTP.KD.ZG_2008","NY.GDP.PCAP.CD_2008","FP.CPI.TOTL.ZG_2008","SI.POV.NAHC_2009","SI.DST.FRST.20_2009","SP.DYN.LE00.IN_2009","SE.ENR.PRSC.FM.ZS_2009","NY.GDP.MKTP.CD_2009","NY.GDP.MKTP.KD.ZG_2009","NY.GDP.PCAP.CD_2009","FP.CPI.TOTL.ZG_2009","SI.POV.NAHC_2010","SI.DST.FRST.20_2010","SP.DYN.LE00.IN_2010","SE.ENR.PRSC.FM.ZS_2010","NY.GDP.MKTP.CD_2010","NY.GDP.MKTP.KD.ZG_2010","NY.GDP.PCAP.CD_2010","FP.CPI.TOTL.ZG_2010","SI.POV.NAHC_2011","SI.DST.FRST.20_2011","SP.DYN.LE00.IN_2011","SE.ENR.PRSC.FM.ZS_2011","NY.GDP.MKTP.CD_2011","NY.GDP.MKTP.KD.ZG_2011","NY.GDP.PCAP.CD_2011","FP.CPI.TOTL.ZG_2011","SI.POV.NAHC_2012","SI.DST.FRST.20_2012","SP.DYN.LE00.IN_2012","SE.ENR.PRSC.FM.ZS_2012","NY.GDP.MKTP.CD_2012","NY.GDP.MKTP.KD.ZG_2012","NY.GDP.PCAP.CD_2012","FP.CPI.TOTL.ZG_2012","SI.POV.NAHC_2013","SI.DST.FRST.20_2013","SP.DYN.LE00.IN_2013","SE.ENR.PRSC.FM.ZS_2013","NY.GDP.MKTP.CD_2013","NY.GDP.MKTP.KD.ZG_2013","NY.GDP.PCAP.CD_2013","FP.CPI.TOTL.ZG_2013","SI.POV.NAHC_2014","SI.DST.FRST.20_2014","SP.DYN.LE00.IN_2014","SE.ENR.PRSC.FM.ZS_2014","NY.GDP.MKTP.CD_2014","NY.GDP.MKTP.KD.ZG_2014","NY.GDP.PCAP.CD_2014","FP.CPI.TOTL.ZG_2014","SI.POV.NAHC_2015","SI.DST.FRST.20_2015","SP.DYN.LE00.IN_2015","SE.ENR.PRSC.FM.ZS_2015","NY.GDP.MKTP.CD_2015","NY.GDP.MKTP.KD.ZG_2015","NY.GDP.PCAP.CD_2015","FP.CPI.TOTL.ZG_2015"
"105","Kosovo",NA,NA,67.95121951,NA,1849196082,NA,1087.762401,NA,NA,NA,67.99756098,NA,2535333632,26.97391478,1490.361033,NA,NA,NA,67.94390244,NA,2406270658,-0.700947078,1413.532587,NA,NA,9,68.19512195,NA,2790455728,5.98014461,1638.104739,-1.084812623,NA,NA,68.44634146,NA,3556757429,2.612125722,2086.537325,-1.064726966,NA,8.2,68.69512195,NA,3663101604,6.033231085,2147.464271,-1.385189132,NA,8.5,68.94634146,NA,3846819721,4.503032553,2237.126598,0.621646939,NA,NA,69.19756098,NA,4655899261,7.286082491,2685.986222,4.358496953,NA,NA,69.39756098,NA,5687417607,6.305855372,3254.820269,9.350417647,NA,8,69.64878049,NA,5653792720,3.595343566,3209.694109,-2.410264017,NA,7.8,69.9,NA,5835874321,3.309907021,3286.557443,3.480507637,NA,9,70.14878049,NA,6701698218,4.375284575,3741.875052,7.336417713,22.9,8.8,70.49756098,NA,6499807272,2.810261546,3596.804655,2.476737822,17.6,9.7,70.79756098,NA,7074777527,3.439550634,3891.266363,1.767324284,21.1,9.1,71.09756098,NA,7396705195,1.222167871,4080.330717,0.428957808,17.6,9.5,71.34634146,NA,6442915788,4.095194058,3603.025501,-0.536929393
"106","Kuwait",NA,NA,73.142,1.018159986,37712842243,4.694581871,18440.37852,1.812946139,NA,NA,73.21,1.037220001,34887512227,0.213332576,16587.17767,1.3,NA,NA,73.28,NA,38137545245,3.014283152,17846.32606,0.888450148,NA,NA,73.355,1.062880039,47876510067,17.32602042,22148.37815,0.961350294,NA,NA,73.439,1.072160006,59439090601,10.24029806,27011.72765,1.248564437,NA,NA,73.538,1.068899989,80798630137,10.60904498,35591.00578,4.142975836,NA,NA,73.66,1.039780021,1.01549e+11,7.514773,42781.3665,3.057013392,NA,NA,73.807,1.012400031,1.1464e+11,5.991575511,45782.27656,5.484949833,NA,NA,73.976,1.021329999,1.47395e+11,2.479756943,55494.95099,10.58270979,NA,NA,74.162,1.009050012,1.05963e+11,-7.076056431,37561.67267,4.609595484,NA,NA,74.358,1.001170039,1.15419e+11,-2.37026412,38577.49828,4.496402878,NA,NA,74.55,0.987240016,1.54068e+11,9.628406975,48631.6913,4.839403499,NA,NA,74.728,1.037220001,1.7407e+11,6.6258183,51979.10517,3.255146003,NA,NA,74.885,1.033120036,1.74161e+11,1.149300437,49388.13741,2.682296841,NA,NA,75.019,1.037310004,1.62631e+11,0.500876982,44062.31704,2.908926729,NA,NA,75.13,1.048840046,1.14567e+11,0.593019617,29869.52939,3.271701661
"107","Kyrgyz Republic",NA,8.6,68.55853659,1.014320016,1369688498,5.443336616,279.6195693,18.70073428,NA,8.8,68.70731707,0.995440006,1525116370,5.321621411,308.4096116,6.919679894,NA,8.6,68.15609756,0.997129977,1605643105,-0.017324619,321.7270332,2.134209863,NA,9.3,68.25609756,1.002920032,1919008090,7.03029322,380.5064324,2.974612952,NA,7.7,68.15365854,1.002650023,2211534585,7.026812413,433.2349766,4.110650847,NA,8.4,67.95609756,0.995829999,2460248026,-0.175515391,476.55213,4.338673918,39.9,7.3,67.69512195,0.995980024,2834168889,3.102898735,543.1107024,5.552123332,35,7.6,67.89512195,0.996860027,3802566171,8.542874743,721.7686908,10.23010327,31.7,8.4,68.45121951,NA,5139957785,8.401616094,966.3936272,24.52010242,31.7,9.1,69.10243902,1.030500054,4690062255,2.886294569,871.2243893,6.836562481,33.7,8.7,69.3,0.994780004,4794357795,-0.471566606,880.0377751,7.967722256,36.8,9.7,69.60243902,0.999050021,6197766119,5.956274309,1123.883168,16.63632627,38,9.6,70.00243902,0.994459987,6605139933,-0.088150213,1177.974735,2.768442365,37,9.3,70.20243902,1.000519991,7335027592,10.91546948,1282.437162,6.613752024,30.6,10,70.40243902,1.000499964,7468096567,4.024038629,1279.769783,7.534247298,32.1,9.5,70.65121951,1.004979968,6678178340,3.875825443,1121.082835,6.50331839
"108","Lao PDR",NA,NA,58.803,0.809180021,1731198022,5.798782326,325.1869982,25.08464143,NA,NA,59.372,0.813799977,1768619058,5.751412882,326.9419076,7.811807948,NA,8.6,59.937,0.816420019,1758176653,5.918743682,320.0615179,10.63134463,NA,NA,60.502,0.821150005,2023324407,6.067002304,362.8214135,15.48935292,NA,NA,61.065,0.828230023,2366398120,6.35769548,417.9285042,10.46226673,NA,NA,61.625,0.830500007,2735558726,7.107568369,475.6107135,7.165417599,NA,NA,62.182,0.839119971,3452882514,8.619266209,590.6327074,6.545594391,NA,8,62.731,0.846859992,4222962988,7.596828801,710.344815,4.661972695,NA,NA,63.271,0.85799998,5443915121,7.824902763,900.3236718,7.628808876,NA,NA,63.797,0.86996001,5832915387,7.501774913,948.6539323,0.141187675,NA,NA,64.306,0.881879985,7127792630,8.526905517,1140.599205,5.982545216,NA,NA,64.797,0.893999994,8749241114,8.038652681,1378.361365,7.568988561,NA,7.6,65.267,0.904760003,10191350120,8.026098434,1581.395403,4.255126778,NA,NA,65.717,0.914770007,11942230508,8.026300226,1825.665113,6.371427178,NA,NA,66.144,0.927739978,13268458232,7.611963441,1998.335215,4.129243069,NA,NA,66.546,0.937259972,14390442307,7.270065843,2134.711796,1.277354271
"109","Latvia",NA,NA,70.31463415,1.012210011,7949253766,5.671974915,3357.586436,2.654254778,NA,NA,70.76097561,1.002609968,8351415939,6.32281135,3573.302729,2.487040036,NA,NA,70.96097561,0.99259001,9545172806,7.082788433,4131.800002,1.938875739,NA,NA,71.26585366,0.984839976,11749456401,8.434475033,5135.352925,2.942647529,19.4,6.5,72.02682927,0.98615998,14401882399,8.501267505,6363.723387,6.192385472,23.5,5.9,71.35609756,0.990249991,16959313006,10.7250863,7575.183393,6.748450279,21.2,6.8,70.86585366,0.994560003,21517445448,11.98636285,9699.721662,6.536199088,25.9,6.4,71.0195122,0.999939978,31004884421,10.02709965,14091.04765,10.09297758,26.4,6.1,72.4195122,0.996469975,35756225698,-3.32730004,16422.11198,15.40231911,20.9,5.9,73.0804878,0.991609991,26317286628,-14.25971859,12288.21383,3.534106729,19,6.2,73.48292683,0.984120011,23877564356,-4.406823636,11383.52241,-1.08463595,19.2,6.4,73.57560976,0.977479994,28619991392,6.46884995,13895.16257,4.370735599,19.4,6.5,73.77804878,0.981029987,28330632929,4.251723048,13926.34731,2.257789244,21.2,6.5,73.98292683,0.980449975,30432796306,2.310176076,15120.78189,-0.029454778,22.5,6.6,74.12439024,0.985889971,31329367173,1.073634087,15713.53697,0.620490637,21.8,7.1,74.4804878,0.990239978,27239653844,4.006874033,13774.60527,0.174242244
"110","Lebanon",NA,NA,74.507,NA,17260364842,1.341871619,4491.637259,NA,NA,NA,74.999,NA,17649751244,3.839669278,4422.387076,NA,NA,NA,75.488,NA,19152238806,3.423149827,4579.459593,NA,NA,NA,75.969,NA,20082918740,3.227098269,4576.390746,NA,NA,NA,76.432,NA,21159827992,6.679444617,4630.789572,NA,NA,NA,76.865,NA,21497336499,2.68577931,4575.105512,NA,NA,NA,77.26,NA,22022709852,1.549515002,4626.859808,NA,NA,NA,77.609,NA,24827355015,9.310622524,5207.796,NA,NA,NA,77.911,NA,29118916106,9.069128269,6111.332411,NA,NA,NA,78.161,NA,35399582929,10.23215558,7354.953605,1.195096712,NA,NA,78.36,NA,38443907042,7.975135559,7761.646191,3.983479419,27.4,7.9,78.507,NA,39927125961,0.867339877,7674.83535,4.971485717,27.4,NA,78.611,NA,44035991746,2.540542492,7950.695378,6.581474477,NA,NA,78.683,NA,46909335135,3.811023284,7931.080476,4.821019563,NA,NA,78.732,NA,48134486625,2.461361188,7686.25603,1.854604213,NA,NA,78.768,NA,49939374833,0.211611959,7644.548657,-3.749145248
"111","Lesotho",NA,NA,47.691,1.060700059,887295267.9,3.875546814,436.488352,6.131975387,NA,NA,46.197,1.040789962,825706961.2,3.561582191,405.6053137,-9.616153539,56.6,3,44.898,1.039499998,775780697.7,0.723835961,382.1901735,33.81257834,NA,NA,43.845,1.039540052,1157832935,4.559776811,573.6537676,6.629163571,NA,NA,43.083,1.031649947,1511236656,1.692374206,753.3807868,5.023420686,NA,NA,42.658,1.03302002,1682350935,3.466122481,842.8130532,3.437884231,NA,NA,42.595,1.032379985,1800105590,4.230094854,904.6034022,6.072718797,NA,NA,42.854,1.038220048,1716262753,4.832963734,863.7796315,8.01243669,NA,NA,43.384,1.043580055,1758534995,6.739533599,884.9626748,10.71566613,NA,NA,44.146,1.059479952,1773199523,2.154308341,890.9963833,7.305851166,NA,NA,45.1,1.049170017,2269525779,0.824824788,1137.2757,3.461525866,NA,NA,46.207,1.044819951,2622336148,5.355154953,1308.690069,5.036630521,NA,NA,47.416,1.050250053,2526185314,6.743626782,1253.696204,6.051436621,NA,NA,48.663,1.049970031,2421470018,4.186912501,1193.713255,4.865118995,NA,NA,49.891,1.050639987,2499803984,2.883968791,1223.333034,5.37028961,NA,NA,51.038,1.045600057,2372280103,2.650143853,1152.139829,3.218445137
"112","Liberia",NA,NA,51.734,0.73627001,8.74e+08,NA,306.8328947,NA,NA,NA,52.236,NA,9.06e+08,2.920272969,306.7103554,NA,NA,NA,52.826,NA,9.27e+08,3.763018282,306.473737,14.15964701,NA,NA,53.554,NA,7.48e+08,-30.14513259,243.0893405,10.33028812,NA,NA,54.422,NA,8.97e+08,2.619847686,286.0649989,7.829087049,NA,NA,55.393,NA,9.49e+08,5.281212071,294.8930368,10.83435885,NA,NA,56.4,NA,1.119e+09,8.043906248,336.1156743,7.341446083,63.8,6.5,57.365,NA,1.373e+09,9.535279869,396.6017613,11.39189668,NA,NA,58.229,NA,1.726e+09,7.145688998,478.3999379,17.48944864,NA,NA,58.971,NA,1.768e+09,5.300539377,470.9476196,7.427643059,NA,NA,59.6,NA,1.998e+09,6.099827602,513.4456986,7.289927969,NA,NA,60.146,0.883589983,2.398e+09,8.20076584,596.8970811,8.488167518,NA,NA,60.663,NA,2.721e+09,7.993815693,657.9362563,6.831787034,NA,NA,61.186,NA,3.067e+09,8.704028066,721.9300554,7.577306817,54.1,7.8,61.723,0.876460016,3.144e+09,0.701143912,721.1827948,9.861112856,NA,NA,62.269,0.863579988,3.177e+09,0,710.3838577,7.748696876
"113","Libya",NA,NA,70.852,NA,38270206950,3.679213293,7142.774452,-2.9,NA,NA,71.038,NA,34110064452,-1.762878168,6266.490972,-8.813937521,NA,NA,71.244,1.034129977,20481889764,-0.958849381,3703.048308,-9.797647059,NA,NA,71.466,1.018079996,26265625000,13.01600108,4673.143913,-2.19115192,NA,NA,71.693,NA,33122307692,4.461629982,5800.597969,-2.197567741,NA,NA,71.902,1.083969951,47334148578,11.87072893,8163.010778,2.650205761,NA,NA,72.063,1.059149981,54961936663,6.500547227,9336.35667,1.459268762,NA,NA,72.155,NA,67516236338,6.352316994,11300.19134,6.25098783,NA,NA,72.174,NA,87140405361,2.66735579,14382.57629,10.3607289,NA,NA,72.129,NA,63028320702,-0.790141832,10275.26656,2.459900256,NA,NA,72.044,NA,74773444901,5.021289739,12064.78069,2.799895001,NA,NA,71.956,NA,34699395524,-62.07591958,5554.179164,15.51848153,NA,NA,71.901,NA,81873662519,123.1395552,13025.28139,6.059803922,NA,NA,71.907,NA,65502870174,-13.59999997,10363.78949,2.605818027,NA,NA,71.981,NA,41142722414,-24.00000003,6466.91027,NA,NA,NA,72.121,NA,27842131480,-8.862039363,4337.919139,NA
"114","Liechtenstein",NA,NA,76.82682927,NA,2483953103,3.220193082,74853.93873,NA,NA,NA,79.27560976,NA,2491822707,-0.733092455,74267.48649,NA,NA,NA,79.63658537,NA,2688630823,-0.993919947,79359.80467,NA,NA,NA,79.96097561,0.924030006,3070691320,-1.937565341,89851.97716,NA,NA,NA,81.77073171,0.926190019,3454362686,3.039172103,100265.9551,NA,NA,NA,80.66829268,0.889199972,3659251526,4.828076777,105414.442,NA,NA,NA,80.94878049,0.935419977,4000239273,8.644968573,114390.5997,NA,NA,NA,81.29512195,0.924090028,4601299567,3.325963509,130655.637,NA,NA,NA,82.68292683,0.906329989,5081432924,1.798088478,143255.9816,NA,NA,NA,81.5,0.921230018,4504549214,-1.15748292,126082.4926,NA,NA,NA,81.84146341,0.88459003,5082366478,NA,141200.38,NA,NA,NA,81.79268293,0.892910004,5739977477,NA,158156.5998,NA,NA,NA,82.38292683,0.912580013,5456009385,NA,149010.2249,NA,NA,NA,82.26097561,NA,6391735894,NA,173058.3174,NA,NA,NA,82.07317073,0.871039987,6657170923,NA,178845.631,NA,NA,NA,82.65609756,0.850310028,6268391521,NA,167290.94,NA
"115","Lithuania",NA,NA,72.0195122,0.992659986,11524776867,3.695525421,3293.229979,0.981615479,NA,NA,71.65853659,0.990939975,12237388002,6.526108902,3525.793632,1.367120308,NA,NA,71.76097561,0.982990026,14259781159,6.751414576,4141.592702,0.28150661,NA,NA,72.06097561,0.978839993,18781721376,10.56595699,5499.428989,-1.13430855,20.5,5.8,71.96097561,0.991180003,22627507452,6.569490118,6700.327192,1.164102521,20,6.4,71.25365854,0.993330002,26097677572,7.732367604,7854.765279,2.658484841,19.1,6.9,71.05609756,0.993830025,30183575104,7.414121335,9230.707981,3.739120041,20.9,6.8,70.9,0.995809972,39697891352,11.10748014,12285.44705,5.737173828,20.3,6.6,71.81219512,0.997569978,47797551588,2.614423033,14944.99665,10.92588562,20.5,5.7,72.91463415,0.996159971,37388122046,-14.83860837,11820.77616,4.453044565,19.2,6.5,73.26829268,0.984200001,37138464733,1.651240653,11990.66302,1.319213621,18.6,7.1,73.56341463,0.977479994,43582248870,6.03900816,14392.53426,4.130275626,20.6,6.5,73.86341463,0.971800029,42943442158,3.843864749,14373.06052,3.089982771,19.1,6.7,73.91463415,0.966830015,46514471182,3.550072843,15726.62683,1.047479371,22.2,6,74.51707317,0.969309986,48574531942,3.537009879,16564.95655,0.103758009,21.9,6.1,74.32195122,0.970130026,41418872976,2.024583955,14258.22933,-0.884097406
"116","Luxembourg",NA,8.4,77.87317073,1.034809947,21263514833,8.23980206,48735.99549,3.15076707,NA,NA,77.82439024,1.030930042,21272418792,2.531974812,48179.42085,2.663821106,NA,NA,77.96585366,1.028130054,23616328816,3.819469333,52930.64115,2.074086136,NA,8.3,77.72682927,1.025679946,29557325056,1.629285585,65445.88503,2.049840306,NA,8.3,79.12195122,1.023720026,34685281848,3.612178658,75716.35108,2.225679164,NA,8.2,79.43170732,1.027590036,37347394603,3.172441709,80289.69641,2.487696652,NA,8.2,79.28780488,1.021460056,42414308117,5.178484602,89739.7117,2.666314946,NA,8.3,79.38292683,1.016530037,50888134410,8.354554069,106018.4928,2.312458618,NA,7.8,80.53902439,1.018039942,55849686539,-1.279586241,114293.8433,3.40187963,NA,8,80.63658537,NA,51370543206,-4.358606547,103198.6693,0.368041998,NA,8.2,80.63170732,1.021149993,53212476812,4.864968979,104965.3061,2.273679116,NA,7.8,80.98780488,1.026489973,60004630234,2.539235768,115761.5077,3.410683411,NA,7.3,81.39268293,1.020529985,56677961787,-0.352520089,106749.0136,2.662841655,NA,7.6,81.8,1.016790032,61739352212,3.654371342,113625.1329,1.734039635,NA,7.9,82.22926829,1.013790011,66103853237,4.296786305,118823.6484,0.628543985,16.5,7.2,82.29268293,1.020449996,57744457955,4.306431493,101376.4966,0.474743161
"117","Macao SAR, China",NA,NA,80.407,0.997189999,6720492406,5.747126437,15710.08693,-1.605719644,NA,NA,80.645,1.002650023,6811227983,2.888709966,15552.95038,-1.9862186,NA,NA,80.87,0.977069974,7322677820,8.947125877,16315.36363,-2.639000013,NA,NA,81.089,0.959890008,8195033162,11.6529262,17808.90151,-1.561384365,NA,NA,81.304,0.937240005,10585624891,26.75553967,22446.33637,0.982619406,NA,NA,81.523,0.931729972,12092222042,8.059504542,25043.01895,4.395023581,NA,NA,81.748,0.941959977,14789661809,13.31416375,29950.77311,5.149874726,NA,NA,81.981,0.945969999,18340447243,14.44762729,36352.91846,5.570507914,NA,NA,82.22,0.95905,20917444920,3.393868181,40597.55748,8.609519354,NA,NA,82.462,0.973689973,21475520709,1.32131501,40796.96183,1.169351365,NA,NA,82.704,0.972760022,28123640999,25.26350562,52253.15531,2.809766066,NA,NA,82.938,0.97070998,36709860068,21.67270765,66644.38534,5.804468001,NA,NA,83.158,0.977519989,43031577366,9.237314193,76291.84749,6.108311726,NA,NA,83.361,0.980000019,51552075902,11.20009044,89287.45402,5.506786663,NA,NA,83.543,0.981440008,55347998648,-1.201089674,93777.1068,6.045271806,NA,NA,83.707,0.984610021,45361678147,-21.59453159,75340.98698,4.559202881
"118","North Macedonia",NA,NA,73.267,0.973039985,3772851420,4.549135783,1854.145956,6.60742291,NA,NA,73.47,0.975319982,3709637830,-3.067256625,1815.920091,5.198885257,NA,NA,73.642,0.980509996,4018365247,1.493665472,1961.203736,2.314597941,NA,NA,73.781,0.977190018,4946292775,2.222601657,2408.80011,0.855562123,NA,NA,73.892,0.974129975,5682719260,4.67408958,2762.560358,-0.448650207,NA,NA,73.986,0.972299993,6258600714,4.724088642,3037.75311,0.525515951,NA,NA,74.08,NA,6861222332,5.137025162,3325.635809,3.213629296,NA,NA,74.19,0.966199994,8336478142,6.473486858,4036.20277,2.251757983,NA,NA,74.324,0.963,9909548411,5.47200139,4793.443669,8.33189667,27,4.1,74.484,0.966880023,9401731496,-0.358614857,4544.008835,-0.739633963,26.8,3.7,74.662,0.976469994,9407168702,3.358750858,4542.899717,1.50997522,26.2,4.4,74.846,NA,10494632699,2.339886045,5063.786986,3.904754221,24.2,4.9,75.019,0.982739985,9745251126,-0.456183224,4698.141294,3.316055667,22.1,5.6,75.171,0.979279995,10817712139,2.925257665,5210.67583,2.785000567,21.5,5.8,75.299,0.977970004,11362272838,3.629123513,5468.480869,-0.281705033,21.9,5.6,75.406,0.990620017,10064515432,3.85586514,4840.273123,-0.299920476
"119","Madagascar",NA,NA,58.485,NA,4629247091,4.456858938,293.6071574,11.8596845,70.8,4.9,59.129,NA,5438332738,5.980235764,334.4416383,7.916944845,NA,NA,59.717,NA,5351701534,-12.4079711,319.216474,16.49852553,NA,NA,60.256,NA,6372498720,9.784892121,368.7971942,-1.704004796,NA,NA,60.752,NA,5064732716,5.257003621,284.4876464,13.9558018,73.2,6.7,61.212,0.956520021,5859269849,4.755845097,319.5374402,18.36382465,NA,NA,61.65,0.958639979,6395712392,5.39850845,338.7511265,10.76563716,NA,NA,62.079,0.963569999,8524620739,5.710564197,438.6552901,10.28796632,NA,NA,62.509,0.963970006,10725137478,6.71263895,536.3514595,9.296508394,NA,NA,62.944,0.968010008,9616879921,-3.978708646,467.5397549,8.954218024,71.7,6.1,63.388,NA,9982711030,0.619229746,471.959197,9.247321736,NA,NA,63.836,0.97112,11551821062,1.578429421,531.2655718,9.482540486,70.7,5.7,64.28,0.976050019,11578978053,3.011146408,518.1529543,5.713844342,NA,NA,64.713,NA,12423557907,2.300386934,541.0662,5.826429445,NA,NA,65.133,0.989859998,12522959157,3.339202244,530.8613457,6.080408111,NA,NA,65.539,0.993740022,11323023787,3.132295888,467.2353994,7.404191742
"120","Malawi",NA,NA,45.09,0.90854001,1743506531,1.576077837,156.3857186,29.58148846,NA,NA,45.204,0.913389981,1716502862,-4.974963846,150.1489558,22.7,NA,NA,45.517,0.913619995,3495748398,1.700000014,298.4333849,14.74463461,NA,NA,46.052,NA,3208837077,5.705639437,267.3990565,9.576797869,52.4,6.9,46.823,0.965359986,3476094499,5.420497694,282.5670846,11.42980608,NA,NA,47.844,0.965770006,3655909664,3.268725828,289.5551689,15.41034466,NA,NA,49.118,0.977789998,3998020177,4.699999992,308.1634757,13.97429435,NA,NA,50.595,0.976180017,4432937046,9.600000003,332.2591444,7.952209909,NA,NA,52.206,0.972479999,5321012192,7.639736774,387.6059753,8.712601866,NA,NA,53.888,0.97913003,6191127665,8.328110276,438.2120429,8.422044277,50.7,5.5,55.564,0.991699994,6959655571,6.874065635,478.6685897,7.411590929,NA,NA,57.161,0.995999992,8004000737,4.854055109,534.9512647,7.622822628,NA,NA,58.629,0.991900027,6028487929,1.885799507,391.5618324,21.271265,NA,NA,59.931,0.990920007,5518880769,5.199999998,348.4302696,27.28333333,NA,NA,61.042,0.992940009,6047813437,5.700000004,371.2697496,23.79206495,NA,NA,61.953,0.996720016,6373212641,2.799999999,380.5970331,21.86734755
"121","Malaysia",NA,NA,72.594,1.037479997,93789736842,8.85886817,4043.662051,1.534740237,NA,NA,72.782,1.035760045,92783947368,0.517675319,3913.428726,1.416784732,NA,NA,72.976,1.040109992,1.00846e+11,5.390988307,4165.726104,1.807872463,NA,NA,73.17,1.054800034,1.10202e+11,5.788499286,4461.847687,1.089676326,NA,4.7,73.364,1.054329991,1.24749e+11,6.783437724,4952.212975,1.421271159,NA,NA,73.555,1.043519974,1.43534e+11,5.332139161,5587.02565,2.975070927,NA,NA,73.744,1.039870024,1.62691e+11,5.584847067,6209.124508,3.609235642,NA,4.7,73.931,1.038300037,1.93548e+11,6.298785927,7243.455987,2.027353178,NA,4.8,74.118,1.04065001,2.30814e+11,4.831769889,8474.586829,5.440782211,NA,NA,74.305,1.039350033,2.02258e+11,-1.513528716,7292.494447,0.583308406,NA,NA,74.493,1.038110018,2.55017e+11,7.424847383,9040.566251,1.622852356,NA,5.2,74.683,1.042459965,2.97952e+11,5.293912834,10399.37275,3.174470922,NA,NA,74.877,1.027179956,3.14443e+11,5.473454193,10817.44287,1.663571025,NA,5.8,75.072,1.033110023,3.23277e+11,4.693722526,10970.12328,2.105012312,NA,NA,75.268,1.04203999,3.38062e+11,6.006721946,11319.07976,3.142990509,7.6,5.8,75.461,1.044669986,3.01355e+11,5.091532422,9955.243708,2.104389802
"122","Maldives",NA,NA,70.173,1.011289954,624337145.3,3.845810392,2234.579866,NA,NA,NA,70.964,1.011240005,870179738.6,-3.943634354,3039.334623,NA,NA,6.8,71.708,1.027330041,897031250,7.268386313,3049.197616,NA,NA,NA,72.399,1.019129992,1052121055,13.75004982,3475.983305,NA,NA,NA,73.034,1.026309967,1226829563,6.033754049,3941.431136,NA,NA,NA,73.612,NA,1163362438,-13.12905343,3639.966576,NA,NA,NA,74.138,NA,1575200391,26.1114935,4809.963115,NA,NA,NA,74.621,NA,1868383461,7.713867271,5574.451876,NA,NA,NA,75.073,NA,2271646188,9.485332661,6614.159147,NA,NA,6.4,75.499,NA,2345294875,-7.228841465,6636.412416,NA,NA,NA,75.905,NA,2588176055,7.265129068,7076.662423,NA,NA,NA,76.293,NA,2774351760,8.566733531,7291.42764,NA,NA,NA,76.664,NA,2886170572,2.517383942,7265.613656,NA,NA,NA,77.018,NA,3295011382,7.281073979,7928.457365,NA,NA,NA,77.36,NA,3697351594,7.329626128,8499.365756,NA,NA,NA,77.691,NA,4109447297,2.884548602,9033.439867,NA
